n-gram (n =2),Location
"{quis,nebulae}",prud. ham. 2.58 |1.4|
"{quis,nec}",prud. ham. 1.40 |1.4|
"{quis,necesse}",prud. ham. 2.615 |1.7|
"{quis,neglegat}",prud. ham. 1.40 |1.6|
"{quis,neglego}",prud. ham. 1.40 |1.6|
"{quis,neque}",prud. ham. 1.40 |1.4|
"{quis,niger}",prud. ham. 2.156 |1.7|
"{quis,nigris}",prud. ham. 2.156 |1.7|
"{quis,nimbos}",prud. ham. 2.485 |2.6|
"{quis,nimbus}",prud. ham. 2.485 |2.6|
"{quis,niteantgenuina}",prud. ham. 2.286 |1.2|
"{quis,nocte}",prud. ham. 2.176 |1.6|
"{quis,non}","prud. ham. 2.82 |3.6| , prud. ham. 2.149 |3.4| , prud. ham. 2.180 |6.7| , prud. ham. 2.276 |1.4| , prud. ham. 2.360 |1.4| , prud. ham. 2.488 |2.3| , prud. ham. 2.686 |2.9| , prud. ham. 2.686 |6.9| , prud. ham. 2.690 |5.1| , prud. ham. 2.693 |1.2| , prud. ham. 2.842 |1.3|"
"{quis,nos}","prud. ham. 2.570 |4.7| , prud. ham. 2.770 |1.3|"
"{quis,nosmet}",prud. ham. 2.326 |1.6|
"{quis,nox}",prud. ham. 2.176 |1.6|
"{quis,nubes}","prud. ham. 2.130 |4.5| , prud. ham. 2.518 |1.5|"
"{quis,nubibus}",prud. ham. 2.130 |4.5|
"{quis,nubigena}",prud. ham. 2.485 |2.3|
"{quis,nubigenas}",prud. ham. 2.485 |2.3|
"{quis,nubis}","prud. ham. 2.130 |4.5| , prud. ham. 2.518 |1.5|"
"{quis,nubo}",prud. ham. 2.518 |1.5|
"{quis,nullique}",prud. ham. 2.678 |1.3|
"{quis,nullus}","prud. ham. 2.255 |4.5| , prud. ham. 2.534 |1.3| , prud. ham. 2.678 |1.3| , prud. ham. 2.812 |3.4|"
"{quis,numen}",prud. ham. 2.68 |4.6|
"{quis,numina}",prud. ham. 2.68 |4.6|
"{quis,oblita}",prud. ham. 2.376 |3.5|
"{quis,obliuiscor}",prud. ham. 2.376 |3.5|
"{quis,obnitens}",prud. ham. 2.638 |1.3|
"{quis,obnitor}",prud. ham. 2.638 |1.3|
"{quis,olim}",prud. ham. 2.14 |5.8|
"{quis,omne}",prud. ham. 2.553 |2.4|
"{quis,omnes}","prud. ham. 2.643 |5.8| , prud. ham. 2.671 |1.4|"
"{quis,omnia}",prud. ham. 2.29 |1.6|
"{quis,omnis}","prud. ham. 2.29 |1.6| , prud. ham. 2.553 |2.4| , prud. ham. 2.643 |5.8| , prud. ham. 2.671 |1.4|"
"{quis,opera}",prud. ham. 2.11 |1.4|
"{quis,opero}",prud. ham. 2.11 |1.4|
"{quis,oppono}",prud. ham. 2.236 |2.3|
"{quis,opposita}",prud. ham. 2.236 |2.3|
"{quis,oppositum}",prud. ham. 2.236 |2.3|
"{quis,oppositus}",prud. ham. 2.236 |2.3|
"{quis,opus}",prud. ham. 2.11 |1.4|
"{quis,orba}",prud. ham. 2.65 |3.7|
"{quis,orbe}","prud. ham. 2.113 |1.7| , prud. ham. 2.866 |4.6|"
"{quis,orbis}","prud. ham. 2.65 |3.7| , prud. ham. 2.113 |1.7| , prud. ham. 2.866 |4.6|"
"{quis,orbus}","prud. ham. 2.65 |3.7| , prud. ham. 2.113 |1.7| , prud. ham. 2.866 |4.6|"
"{quis,ore}",prud. ham. 2.932 |1.3|
"{quis,os}",prud. ham. 2.932 |1.3|
"{quis,palla}",prud. ham. 2.868 |4.6|
"{quis,pando}",prud. ham. 2.855 |4.5|
"{quis,parauit}",prud. ham. 1.9 |3.4|
"{quis,parens}","prud. ham. 2.556 |1.8| , prud. ham. 2.556 |1.8|"
"{quis,parente}","prud. ham. 2.556 |1.8| , prud. ham. 2.556 |1.8|"
"{quis,pareo}","prud. ham. 2.556 |1.8| , prud. ham. 2.556 |1.8|"
"{quis,pario}",prud. ham. 2.385 |3.5|
"{quis,parit}",prud. ham. 2.385 |3.5|
"{quis,paro}",prud. ham. 1.9 |3.4|
"{quis,pasco}",prud. ham. 2.385 |3.5|
"{quis,passa}",prud. ham. 2.855 |4.5|
"{quis,passum}",prud. ham. 2.855 |4.5|
"{quis,pateo}",prud. ham. 2.518 |1.2|
"{quis,patet}",prud. ham. 2.518 |1.2|
"{quis,patior}",prud. ham. 2.855 |4.5|
"{quis,paueo}",prud. ham. 2.385 |3.5|
"{quis,peccent}",prud. ham. 2.250 |5.7|
"{quis,pecco}",prud. ham. 2.250 |5.7|
"{quis,pectora}",prud. ham. 2.149 |3.6|
"{quis,pectore}",prud. ham. 2.277 |6.7|
"{quis,pectoris}",prud. ham. 2.537 |3.4|
"{quis,pectus}","prud. ham. 2.149 |3.6| , prud. ham. 2.277 |6.7| , prud. ham. 2.537 |3.4|"
"{quis,pelago}",prud. ham. 2.471 |1.4|
"{quis,pelagus}",prud. ham. 2.471 |1.4|
"{quis,pellacia}",prud. ham. 2.637 |2.5|
"{quis,pensare}",prud. ham. 2.615 |1.3|
"{quis,penso}",prud. ham. 2.615 |1.3|
"{quis,per}","prud. ham. 2.59 |4.5| , prud. ham. 2.467 |1.4| , prud. ham. 2.492 |1.5| , prud. ham. 2.492 |2.5| , prud. ham. 2.923 |1.4|"
"{quis,percello}",prud. ham. 1.23 |2.4|
"{quis,perculit}",prud. ham. 1.23 |2.4|
"{quis,peremptor}","prud. ham. 1.19 |3.4| , prud. ham. 1.33 |1.4| , prud. ham. 1.33 |1.4|"
"{quis,peremptos}",prud. ham. 2.659 |6.8|
"{quis,perenni}","prud. ham. 2.478 |5.7| , prud. ham. 2.923 |1.7|"
"{quis,perennis}","prud. ham. 2.478 |5.7| , prud. ham. 2.923 |1.7|"
"{quis,pereo}","prud. ham. 2.100 |1.4| , prud. ham. 2.211 |1.2|"
"{quis,pereunte}",prud. ham. 2.211 |1.2|
"{quis,perfide}",prud. ham. 2.1 |1.6|
"{quis,perfidus}",prud. ham. 2.1 |1.6|
"{quis,perimo}",prud. ham. 2.659 |6.8|
"{quis,perituros}",prud. ham. 2.100 |1.4|
"{quis,perniciosa}",prud. ham. 2.386 |3.4|
"{quis,perniciosus}",prud. ham. 2.386 |3.4|
"{quis,persica}",prud. ham. 2.453 |4.5|
"{quis,persice}",prud. ham. 2.453 |4.5|
"{quis,persicum}",prud. ham. 2.453 |4.5|
"{quis,persicus}",prud. ham. 2.453 |4.5|
"{quis,pessimum}",prud. ham. 1.47 |4.6|
"{quis,phantasma}",prud. ham. 2.59 |4.6|
"{quis,phantasmata}",prud. ham. 2.59 |4.6|
"{quis,pigmentato}",prud. ham. 2.315 |1.2|
"{quis,placeo}",prud. ham. 2.678 |1.2|
"{quis,placitum}",prud. ham. 2.678 |1.2|
"{quis,plasma}",prud. ham. 2.274 |4.5|
"{quis,plasmata}",prud. ham. 2.274 |4.5|
"{quis,plasmo}",prud. ham. 2.274 |4.5|
"{quis,plenus}","prud. ham. 2.28 |2.7| , prud. ham. 2.28 |6.7|"
"{quis,poena}",prud. ham. 2.615 |1.2|
"{quis,poenio}",prud. ham. 2.615 |1.2|
"{quis,poenis}",prud. ham. 2.615 |1.2|
"{quis,poenus}",prud. ham. 2.615 |1.2|
"{quis,polluo}",prud. ham. 2.923 |1.2|
"{quis,pollutam}",prud. ham. 2.923 |1.2|
"{quis,porro}",prud. ham. 2.688 |1.3|
"{quis,porrum}",prud. ham. 2.688 |1.3|
"{quis,porrus}",prud. ham. 2.688 |1.3|
"{quis,possit}",prud. ham. 2.648 |4.7|
"{quis,possum}","prud. ham. 2.17 |1.4| , prud. ham. 2.330 |2.4| , prud. ham. 2.648 |4.7|"
"{quis,post}","prud. ham. 2.35 |3.4| , prud. ham. 2.668 |4.5|"
"{quis,potest}",prud. ham. 2.17 |1.4|
"{quis,potestas}","prud. ham. 2.20 |6.8| , prud. ham. 2.690 |5.9|"
"{quis,potio}",prud. ham. 2.534 |1.4|
"{quis,potior}",prud. ham. 2.534 |1.4|
"{quis,potis}","prud. ham. 2.17 |1.4| , prud. ham. 2.534 |1.4|"
"{quis,potuit}",prud. ham. 2.330 |2.4|
"{quis,praecipitat}",prud. ham. 2.1 |1.3|
"{quis,praecipito}",prud. ham. 2.1 |1.3|
"{quis,praestet}",prud. ham. 2.667 |4.6|
"{quis,praesto}",prud. ham. 2.667 |4.6|
"{quis,praua}",prud. ham. 2.14 |5.6|
"{quis,prauus}",prud. ham. 2.14 |5.6|
"{quis,precanti}",prud. ham. 2.939 |1.6|
"{quis,preco}",prud. ham. 2.939 |1.6|
"{quis,precor}",prud. ham. 2.939 |1.6|
"{quis,prima}",prud. ham. 1.2 |1.3|
"{quis,primitus}",prud. ham. 2.172 |4.5|
"{quis,primos}",prud. ham. 1.2 |1.4|
"{quis,primum}",prud. ham. 2.204 |4.7|
"{quis,primus}","prud. ham. 1.2 |1.3| , prud. ham. 1.2 |1.4| , prud. ham. 2.204 |4.7|"
"{quis,principio}",prud. ham. 2.155 |1.3|
"{quis,principium}",prud. ham. 2.155 |1.3|
"{quis,prior}","prud. ham. 2.161 |1.2| , prud. ham. 2.615 |1.4|"
"{quis,prius}","prud. ham. 2.161 |1.2| , prud. ham. 2.615 |1.4|"
"{quis,probare}",prud. ham. 2.668 |4.8|
"{quis,probitas}",prud. ham. 2.693 |1.6|
"{quis,probitate}",prud. ham. 2.693 |1.6|
"{quis,probo}",prud. ham. 2.668 |4.8|
"{quis,procella}",prud. ham. 2.109 |1.6|
"{quis,procellas}",prud. ham. 2.109 |1.6|
"{quis,procello}",prud. ham. 2.109 |1.6|
"{quis,procreat}",prud. ham. 1.2 |1.5|
"{quis,procreo}",prud. ham. 1.2 |1.5|
"{quis,prodigialia}",prud. ham. 2.467 |1.5|
"{quis,profanis}",prud. ham. 2.625 |1.6|
"{quis,profanum}",prud. ham. 2.625 |1.6|
"{quis,profanus}",prud. ham. 2.625 |1.6|
"{quis,profundum}",prud. ham. 2.471 |1.6|
"{quis,profundus}",prud. ham. 2.471 |1.6|
"{quis,prohibente}",prud. ham. 2.711 |1.2|
"{quis,prohibeo}",prud. ham. 2.711 |1.2|
"{quis,prolectat}",prud. ham. 2.812 |3.6|
"{quis,prolecto}",prud. ham. 2.812 |3.6|
"{quis,prompta}",prud. ham. 2.690 |5.8|
"{quis,prompto}",prud. ham. 2.690 |5.8|
"{quis,promptus}",prud. ham. 2.690 |5.8|
"{quis,propria}",prud. ham. 2.280 |1.4|
"{quis,proprio}",prud. ham. 2.280 |1.4|
"{quis,proprium}",prud. ham. 2.280 |1.4|
"{quis,proprius}",prud. ham. 2.280 |1.4|
"{quis,propugnacula}","prud. ham. 2.492 |1.6| , prud. ham. 2.492 |2.6|"
"{quis,propugnaculum}","prud. ham. 2.492 |1.6| , prud. ham. 2.492 |2.6|"
"{quis,protinus}",prud. ham. 2.570 |4.5|
"{quis,pugnet}",prud. ham. 2.638 |1.6|
"{quis,pugno}",prud. ham. 2.638 |1.6|
"{quis,puluere}",prud. ham. 2.387 |1.5|
"{quis,puluis}",prud. ham. 2.387 |1.5|
"{quis,putat}",prud. ham. 2.439 |1.5|
"{quis,putatur}",prud. ham. 2.155 |1.7|
"{quis,puto}","prud. ham. 2.155 |1.7| , prud. ham. 2.439 |1.5|"
"{quis,queo}","prud. ham. 1.33 |1.1| , prud. ham. 2.58 |1.5|"
"{quis,qui}","prud. ham. 1.33 |1.1| , prud. ham. 2.28 |2.6| , prud. ham. 2.29 |1.7| , prud. ham. 2.42 |1.3| , prud. ham. 2.58 |1.5| , prud. ham. 2.118 |2.2| , prud. ham. 2.279 |1.2| , prud. ham. 2.325 |1.1| , prud. ham. 2.325 |1.1| , prud. ham. 2.325 |1.1| , prud. ham. 2.325 |1.1| , prud. ham. 2.325 |1.1| , prud. ham. 2.325 |1.1| , prud. ham. 2.385 |3.3| , prud. ham. 2.492 |1.2| , prud. ham. 2.556 |1.1| , prud. ham. 2.656 |1.7| , prud. ham. 2.686 |2.6| , prud. ham. 2.688 |1.6|"
"{quis,quicumque}","prud. ham. 2.113 |1.2| , prud. ham. 2.770 |1.6|"
"{quis,quid}","prud. ham. 2.42 |1.3| , prud. ham. 2.325 |1.1| , prud. ham. 2.325 |1.1| , prud. ham. 2.325 |1.1| , prud. ham. 2.325 |1.1| , prud. ham. 2.325 |1.1| , prud. ham. 2.325 |1.1| , prud. ham. 2.556 |1.1|"
"{quis,quidquid}",prud. ham. 2.251 |3.4|
"{quis,quiescat}",prud. ham. 1.40 |1.3|
"{quis,quiesco}",prud. ham. 1.40 |1.3|
"{quis,quique}",prud. ham. 2.29 |1.7|
"{quis,quis}","prud. ham. 1.33 |1.1| , prud. ham. 2.28 |2.6| , prud. ham. 2.29 |1.7| , prud. ham. 2.42 |1.3| , prud. ham. 2.58 |1.5| , prud. ham. 2.118 |2.2| , prud. ham. 2.279 |1.2| , prud. ham. 2.325 |1.1| , prud. ham. 2.325 |1.1| , prud. ham. 2.325 |1.1| , prud. ham. 2.325 |1.1| , prud. ham. 2.325 |1.1| , prud. ham. 2.325 |1.1| , prud. ham. 2.385 |3.3| , prud. ham. 2.492 |1.2| , prud. ham. 2.556 |1.1| , prud. ham. 2.656 |1.7| , prud. ham. 2.686 |2.6| , prud. ham. 2.688 |1.6|"
"{quis,quisque}","prud. ham. 2.28 |2.6| , prud. ham. 2.29 |1.7|"
"{quis,quisquis}",prud. ham. 2.251 |3.4|
"{quis,quod}","prud. ham. 2.118 |2.2| , prud. ham. 2.279 |1.2| , prud. ham. 2.385 |3.3| , prud. ham. 2.688 |1.6|"
"{quis,quodcumque}","prud. ham. 2.113 |1.2| , prud. ham. 2.770 |1.6|"
"{quis,quoniam}",prud. ham. 2.693 |1.5|
"{quis,quoque}",prud. ham. 2.28 |2.6|
"{quis,rabies}",prud. ham. 2.1 |1.4|
"{quis,rabio}",prud. ham. 2.1 |1.4|
"{quis,radiabat}",prud. ham. 2.161 |1.4|
"{quis,radiantes}",prud. ham. 2.263 |2.5|
"{quis,radio}","prud. ham. 2.161 |1.4| , prud. ham. 2.263 |2.5|"
"{quis,recta}",prud. ham. 2.15 |2.3|
"{quis,rector}",prud. ham. 2.65 |3.4|
"{quis,rectorem}",prud. ham. 2.65 |3.4|
"{quis,rectum}",prud. ham. 2.15 |2.3|
"{quis,rectus}",prud. ham. 2.15 |2.3|
"{quis,regat}",prud. ham. 2.109 |1.2|
"{quis,regit}","prud. ham. 2.280 |1.2| , prud. ham. 2.503 |1.2|"
"{quis,regna}",prud. ham. 2.453 |4.6|
"{quis,regno}",prud. ham. 2.453 |4.6|
"{quis,regnum}",prud. ham. 2.453 |4.6|
"{quis,rego}","prud. ham. 2.15 |2.3| , prud. ham. 2.109 |1.2| , prud. ham. 2.280 |1.2| , prud. ham. 2.503 |1.2|"
"{quis,rem}",prud. ham. 2.45 |1.4|
"{quis,reor}",prud. ham. 2.267 |3.5|
"{quis,res}","prud. ham. 2.45 |1.4| , prud. ham. 2.267 |3.5|"
"{quis,reseco}",prud. ham. 2.280 |1.7|
"{quis,resectam}",prud. ham. 2.280 |1.7|
"{quis,resoluat}",prud. ham. 2.119 |4.6|
"{quis,resoluo}",prud. ham. 2.119 |4.6|
"{quis,respexere}",prud. ham. 2.842 |1.4|
"{quis,respicio}",prud. ham. 2.842 |1.4|
"{quis,retentet}",prud. ham. 2.108 |3.7|
"{quis,retento}",prud. ham. 2.108 |3.7|
"{quis,retrorsum}",prud. ham. 2.176 |1.7|
"{quis,reuocatur}",prud. ham. 2.55 |2.6|
"{quis,reuoco}",prud. ham. 2.55 |2.6|
"{quis,rex}","prud. ham. 2.279 |1.9| , prud. ham. 2.279 |2.9|"
"{quis,rhododaphne}",prud. ham. 2.234 |4.7|
"{quis,rhododaphnen}",prud. ham. 2.234 |4.7|
"{quis,rite}","prud. ham. 2.492 |1.3| , prud. ham. 2.492 |2.3|"
"{quis,robora}",prud. ham. 2.286 |1.5|
"{quis,roboro}",prud. ham. 2.286 |1.5|
"{quis,robur}",prud. ham. 2.286 |1.5|
"{quis,rostro}",prud. ham. 2.488 |2.6|
"{quis,rostrum}",prud. ham. 2.488 |2.6|
"{quis,ruina}",prud. ham. 2.842 |1.5|
"{quis,ruinas}",prud. ham. 2.842 |1.5|
"{quis,rumpat}",prud. ham. 2.537 |3.6|
"{quis,rumpo}",prud. ham. 2.537 |3.6|
"{quis,saecula}",prud. ham. 2.923 |1.5|
"{quis,saeculum}",prud. ham. 2.923 |1.5|
"{quis,sancio}",prud. ham. 2.343 |3.4|
"{quis,sanctus}",prud. ham. 2.343 |3.4|
"{quis,sanguine}",prud. ham. 2.417 |3.5|
"{quis,sanguis}",prud. ham. 2.417 |3.5|
"{quis,sapientia}",prud. ham. 2.197 |4.6|
"{quis,sapio}","prud. ham. 1.50 |1.6| , prud. ham. 2.197 |4.6|"
"{quis,sapit}",prud. ham. 1.50 |1.6|
"{quis,scandit}",prud. ham. 2.437 |2.4|
"{quis,scando}",prud. ham. 2.437 |2.4|
"{quis,scio}",prud. ham. 2.770 |1.4|
"{quis,scire}",prud. ham. 2.770 |1.4|
"{quis,se}","prud. ham. 2.62 |5.6| , prud. ham. 2.204 |4.5| , prud. ham. 2.629 |1.3| , prud. ham. 2.656 |1.8| , prud. ham. 2.656 |7.8|"
"{quis,secundum}",prud. ham. 2.35 |3.8|
"{quis,secundus}",prud. ham. 2.35 |3.8|
"{quis,sensus}",prud. ham. 2.670 |1.8|
"{quis,sentio}",prud. ham. 2.670 |1.8|
"{quis,sequendum}",prud. ham. 2.770 |1.7|
"{quis,sequique}",prud. ham. 2.677 |4.6|
"{quis,sequor}","prud. ham. 2.677 |4.6| , prud. ham. 2.770 |1.7|"
"{quis,si}","prud. ham. 1.40 |1.2| , prud. ham. 2.643 |5.6| , prud. ham. 2.661 |5.6|"
"{quis,sidus}",prud. ham. 2.161 |1.5|
"{quis,signa}",prud. ham. 2.467 |1.6|
"{quis,signo}",prud. ham. 2.467 |1.6|
"{quis,signum}","prud. ham. 2.467 |1.6| , prud. ham. 2.724 |2.5|"
"{quis,siluosis}",prud. ham. 2.144 |1.6|
"{quis,siluosus}",prud. ham. 2.144 |1.6|
"{quis,simplex}","prud. ham. 2.42 |1.7| , prud. ham. 2.42 |3.7|"
"{quis,simplicitas}",prud. ham. 2.425 |4.5|
"{quis,simplicitate}",prud. ham. 2.425 |4.5|
"{quis,sine}","prud. ham. 2.688 |1.8| , prud. ham. 2.688 |6.8|"
"{quis,sinis}","prud. ham. 2.688 |1.8| , prud. ham. 2.688 |6.8|"
"{quis,sino}","prud. ham. 2.688 |1.8| , prud. ham. 2.688 |6.8|"
"{quis,sint}",prud. ham. 2.556 |1.2|
"{quis,sinum}","prud. ham. 2.688 |1.8| , prud. ham. 2.688 |6.8|"
"{quis,sit}","prud. ham. 2.128 |3.4| , prud. ham. 2.701 |3.4|"
"{quis,sol}",prud. ham. 2.503 |1.6|
"{quis,sole}",prud. ham. 2.503 |1.6|
"{quis,soleo}",prud. ham. 2.503 |1.6|
"{quis,solidum}",prud. ham. 2.439 |1.3|
"{quis,solidumque}",prud. ham. 2.439 |1.3|
"{quis,solidus}",prud. ham. 2.439 |1.3|
"{quis,soluant}",prud. ham. 2.286 |1.6|
"{quis,solum}",prud. ham. 2.503 |1.6|
"{quis,soluo}","prud. ham. 2.286 |1.6| , prud. ham. 2.701 |3.8|"
"{quis,solus}",prud. ham. 2.503 |1.6|
"{quis,soluto}",prud. ham. 2.701 |3.8|
"{quis,solutum}",prud. ham. 2.701 |3.8|
"{quis,somnus}","prud. ham. 2.58 |1.6| , prud. ham. 2.58 |5.6|"
"{quis,sordeo}",prud. ham. 1.50 |1.3|
"{quis,sordet}",prud. ham. 1.50 |1.3|
"{quis,sors}",prud. ham. 2.108 |3.6|
"{quis,sorte}",prud. ham. 2.108 |3.6|
"{quis,species}",prud. ham. 2.332 |1.4|
"{quis,specio}",prud. ham. 2.332 |1.4|
"{quis,spectabile}",prud. ham. 2.724 |2.4|
"{quis,spectabilis}",prud. ham. 2.724 |2.4|
"{quis,spectat}",prud. ham. 2.646 |5.6|
"{quis,specto}",prud. ham. 2.646 |5.6|
"{quis,speculum}",prud. ham. 2.869 |2.3|
"{quis,spinosa}",prud. ham. 2.638 |1.4|
"{quis,spinosus}",prud. ham. 2.638 |1.4|
"{quis,spiritus}",prud. ham. 2.932 |1.6|
"{quis,spoliare}",prud. ham. 2.208 |3.6|
"{quis,spolio}",prud. ham. 2.208 |3.6|
"{quis,sponte}",prud. ham. 2.693 |1.3|
"{quis,stringere}",prud. ham. 2.566 |5.6|
"{quis,stringo}",prud. ham. 2.566 |5.6|
"{quis,sua}",prud. ham. 2.615 |1.5|
"{quis,sub}","prud. ham. 2.45 |1.6| , prud. ham. 2.176 |1.5| , prud. ham. 2.335 |1.2| , prud. ham. 2.503 |1.5|"
"{quis,subeo}",prud. ham. 2.175 |1.5|
"{quis,subiectio}",prud. ham. 2.701 |3.5|
"{quis,subitum}",prud. ham. 2.175 |1.5|
"{quis,subitus}",prud. ham. 2.175 |1.5|
"{quis,subiungere}",prud. ham. 2.678 |1.5|
"{quis,subiungo}",prud. ham. 2.678 |1.5|
"{quis,subsistit}",prud. ham. 2.932 |1.5|
"{quis,subsisto}",prud. ham. 2.932 |1.5|
"{quis,suculentos}",prud. ham. 1.58 |2.4|
"{quis,suggero}",prud. ham. 2.559 |3.5|
"{quis,suggesta}",prud. ham. 2.559 |3.5|
"{quis,suggestum}",prud. ham. 2.559 |3.5|
"{quis,sui}","prud. ham. 2.62 |5.6| , prud. ham. 2.204 |4.5| , prud. ham. 2.629 |1.3| , prud. ham. 2.656 |1.8| , prud. ham. 2.656 |7.8|"
"{quis,suis}","prud. ham. 2.492 |1.4| , prud. ham. 2.492 |2.4|"
"{quis,sum}","prud. epil. 22 |1.2| , prud. ham. 2.11 |1.3| , prud. ham. 2.21 |2.5| , prud. ham. 2.35 |3.7| , prud. ham. 2.39 |4.3| , prud. ham. 2.55 |2.4| , prud. ham. 2.82 |3.7| , prud. ham. 2.128 |3.4| , prud. ham. 2.155 |1.6| , prud. ham. 2.163 |7.9| , prud. ham. 2.172 |4.6| , prud. ham. 2.181 |4.7| , prud. ham. 2.276 |1.2| , prud. ham. 2.292 |2.3| , prud. ham. 2.325 |1.5| , prud. ham. 2.325 |1.5| , prud. ham. 2.486 |5.8| , prud. ham. 2.534 |1.5| , prud. ham. 2.556 |1.2| , prud. ham. 2.615 |1.8| , prud. ham. 2.628 |7.9| , prud. ham. 2.661 |5.7| , prud. ham. 2.670 |1.3| , prud. ham. 2.686 |2.5| , prud. ham. 2.686 |2.5| , prud. ham. 2.686 |6.5| , prud. ham. 2.690 |5.7| , prud. ham. 2.701 |3.4| , prud. ham. 2.735 |4.8| , prud. ham. 2.770 |1.8|"
"{quis,sumant}","prud. ham. 2.556 |1.5| , prud. ham. 2.556 |1.5|"
"{quis,summa}","prud. ham. 2.20 |6.7| , prud. ham. 2.21 |2.8| , prud. ham. 2.55 |2.5|"
"{quis,summam}",prud. ham. 2.55 |2.5|
"{quis,summum}","prud. ham. 2.20 |6.7| , prud. ham. 2.21 |2.8| , prud. ham. 2.439 |1.2|"
"{quis,sumo}","prud. ham. 2.556 |1.5| , prud. ham. 2.556 |1.5|"
"{quis,sunt}","prud. ham. 2.11 |1.3| , prud. ham. 2.21 |2.5|"
"{quis,suo}","prud. ham. 2.492 |1.4| , prud. ham. 2.492 |2.4|"
"{quis,super}",prud. ham. 2.29 |1.5|
"{quis,superus}","prud. ham. 2.20 |6.7| , prud. ham. 2.21 |2.8| , prud. ham. 2.55 |2.5| , prud. ham. 2.439 |1.2|"
"{quis,supo}",prud. ham. 2.29 |1.5|
"{quis,sus}","prud. ham. 2.492 |1.4| , prud. ham. 2.492 |2.4|"
"{quis,suspendit}",prud. ham. 2.518 |1.6|
"{quis,suspendo}",prud. ham. 2.518 |1.6|
"{quis,suus}","prud. ham. 2.492 |1.4| , prud. ham. 2.492 |2.4| , prud. ham. 2.615 |1.5|"
"{quis,tabe}",prud. ham. 2.119 |4.5|
"{quis,tabeo}",prud. ham. 2.119 |4.5|
"{quis,tabes}",prud. ham. 2.119 |4.5|
"{quis,tabis}",prud. ham. 2.119 |4.5|
"{quis,tactu}",prud. ham. 2.292 |2.7|
"{quis,tactus}","prud. ham. 2.292 |2.7| , prud. ham. 2.302 |5.7|"
"{quis,talia}","prud. ham. 2.12 |5.6| , prud. ham. 2.667 |4.5|"
"{quis,talis}","prud. ham. 2.12 |5.6| , prud. ham. 2.667 |4.5|"
"{quis,tandem}",prud. ham. 2.17 |1.2|
"{quis,tango}","prud. ham. 2.292 |2.7| , prud. ham. 2.302 |5.7|"
"{quis,tantum}",prud. ham. 2.467 |1.2|
"{quis,tantus}",prud. ham. 2.467 |1.2|
"{quis,te}","prud. ham. 2.1 |1.2| , prud. ham. 2.58 |1.2|"
"{quis,tegimen}",prud. ham. 2.90 |4.5|
"{quis,tegmine}",prud. ham. 2.90 |4.5|
"{quis,tempora}",prud. ham. 2.34 |2.8|
"{quis,tempus}",prud. ham. 2.34 |2.8|
"{quis,tenebrae}","prud. ham. 2.175 |1.4| , prud. ham. 2.503 |1.7|"
"{quis,tenebras}",prud. ham. 2.503 |1.7|
"{quis,tenebris}",prud. ham. 2.175 |1.4|
"{quis,tenebro}",prud. ham. 2.503 |1.7|
"{quis,tener}",prud. ham. 2.281 |2.4|
"{quis,tenerum}",prud. ham. 2.281 |2.4|
"{quis,terra}","prud. ham. 1.50 |1.5| , prud. ham. 2.108 |3.4| , prud. ham. 2.385 |3.4|"
"{quis,terram}",prud. ham. 1.50 |1.5|
"{quis,terras}",prud. ham. 2.108 |3.4|
"{quis,texunt}",prud. ham. 2.869 |2.6|
"{quis,thalamis}",prud. ham. 2.629 |1.4|
"{quis,thalamus}",prud. ham. 2.629 |1.4|
"{quis,tincta}",prud. ham. 2.417 |3.6|
"{quis,tingo}",prud. ham. 2.417 |3.6|
"{quis,tonans}",prud. ham. 2.376 |3.6|
"{quis,tonantis}",prud. ham. 2.376 |3.6|
"{quis,tono}",prud. ham. 2.376 |3.6|
"{quis,tradit}",prud. ham. 2.157 |4.5|
"{quis,tradita}",prud. ham. 2.181 |4.5|
"{quis,traditor}",prud. ham. 2.181 |4.5|
"{quis,trado}","prud. ham. 2.157 |4.5| , prud. ham. 2.181 |4.5|"
"{quis,trahat}",prud. ham. 2.211 |1.3|
"{quis,traho}",prud. ham. 2.211 |1.3|
"{quis,transcendo}",prud. ham. 2.485 |2.4|
"{quis,transcendunt}",prud. ham. 2.485 |2.4|
"{quis,transuolat}",prud. ham. 2.388 |4.5|
"{quis,transuolo}",prud. ham. 2.388 |4.5|
"{quis,triste}",prud. ham. 2.335 |1.5|
"{quis,tristis}",prud. ham. 2.335 |1.5|
"{quis,tu}","prud. ham. 2.1 |1.2| , prud. ham. 2.58 |1.2|"
"{quis,tua}",prud. ham. 2.1 |1.5|
"{quis,tunc}",prud. ham. 2.197 |4.5|
"{quis,tuus}",prud. ham. 2.1 |1.5|
"{quis,tyrannum}",prud. ham. 2.175 |1.7|
"{quis,tyrannus}",prud. ham. 2.175 |1.7|
"{quis,uacuo}",prud. ham. 2.518 |1.4|
"{quis,uacuum}",prud. ham. 2.518 |1.4|
"{quis,uacuus}",prud. ham. 2.518 |1.4|
"{quis,ualeant}","prud. ham. 2.556 |1.4| , prud. ham. 2.556 |1.4|"
"{quis,ualeo}","prud. ham. 2.556 |1.4| , prud. ham. 2.556 |1.4|"
"{quis,uanas}",prud. ham. 2.503 |1.4|
"{quis,uano}",prud. ham. 2.503 |1.4|
"{quis,uanus}",prud. ham. 2.503 |1.4|
"{quis,uas}",prud. ham. 2.281 |2.3|
